pas,tokens,pairs,per_expert,clock,clock_med,held,ms_per_layer,power_w,idle_w,p_dyn_w,uj_per_token,uj_dyn_per_token,tflops,replays
2,128,1024,11.13,1005,1005,True,0.783873,222.34,64.57,157.77,1361.6115,966.1844,12.33,380
2,256,2048,17.5,1005,1005,True,1.003248,227.3,64.57,162.73,890.7741,637.7284,19.26,297
2,512,4096,33.57,1005,1005,True,1.085294,234.07,64.57,169.5,496.1617,359.2917,35.62,275
2,1024,8192,64.0,1005,1005,True,1.271258,244.33,64.57,179.76,303.3267,223.1654,60.81,234
2,2048,16384,128.0,1005,1005,True,1.756943,252.27,64.57,187.7,216.418,161.0245,88.0,170
2,4096,32768,256.0,1005,1005,True,2.812569,249.62,64.57,185.05,171.4047,127.0669,109.95,106
2,64,512,8.39,780,780,True,0.63874,189.75,63.42,126.33,1893.7655,1260.8137,7.56,465
2,128,1024,11.13,780,780,True,0.945794,194.04,63.42,130.62,1433.764,965.1528,10.22,315
2,256,2048,17.5,780,780,True,1.205869,198.87,63.42,135.45,936.7624,638.0272,16.03,247
2,512,4096,33.57,780,780,True,1.271237,207.38,63.42,143.96,514.9005,357.436,30.41,235
2,1024,8192,64.0,780,780,True,1.50881,214.09,63.42,150.67,315.4503,222.0043,51.24,197
2,2048,16384,128.0,780,780,True,2.204086,212.08,63.42,148.66,228.2435,159.99,70.15,135
2,4096,32768,256.0,780,780,True,3.576144,207.38,63.42,143.96,181.0598,125.6889,86.47,83
2,64,512,8.39,960,960,True,0.542342,214.7,64.57,150.13,1819.3872,1272.2152,8.91,547
2,128,1024,11.13,960,960,True,0.80324,219.72,64.57,155.15,1378.8123,973.6152,12.03,371
2,256,2048,17.5,960,960,True,1.027542,222.06,64.57,157.49,891.3127,632.1392,18.81,290
2,512,4096,33.57,960,960,True,1.104723,230.57,64.57,166.0,497.492,358.1718,34.99,270
2,1024,8192,64.0,960,960,True,1.297098,239.72,64.57,175.15,303.6527,221.862,59.6,230
2,2048,16384,128.0,960,960,True,1.823175,244.79,64.57,180.22,217.9174,160.4358,84.81,164
2,4096,32768,256.0,960,960,True,2.934168,240.97,64.57,176.4,172.6188,126.3641,105.39,102
2,64,512,8.39,1275,1275,True,0.495111,274.84,74.57,200.27,2126.1915,1549.31,9.76,599
2,128,1024,11.13,1275,1275,True,0.73148,282.45,74.57,207.88,1614.1136,1187.9693,13.21,407
2,256,2048,17.5,1275,1275,True,0.937,289.66,74.57,215.09,1060.2004,787.2627,20.63,318
2,512,4096,33.57,1275,1275,True,1.026337,296.85,74.57,222.28,595.055,445.5746,37.66,290
2,1024,8192,64.0,1275,1275,True,1.175485,317.95,74.57,243.38,364.9859,279.3844,65.77,254
2,2048,16384,128.0,1275,1275,True,1.509496,352.24,74.57,277.67,259.6215,204.6591,102.43,198
2,4096,32768,256.0,1275,1275,True,2.296505,368.92,74.57,294.35,206.8424,165.0332,134.66,130
2,64,512,8.39,1095,1095,True,0.515929,229.65,67.19,162.46,1851.2982,1309.6534,9.37,573
2,128,1024,11.13,1095,1095,True,0.7586,236.69,67.19,169.5,1402.7572,1004.5517,12.74,393
2,256,2048,17.5,1095,1095,True,0.970679,241.71,67.19,174.52,916.4955,661.7302,19.91,307
2,512,4096,33.57,1095,1095,True,1.059276,247.88,67.19,180.69,512.8387,373.8294,36.49,281
2,1024,8192,64.0,1095,1095,True,1.227219,260.82,67.19,193.63,312.5814,232.0571,63.0,243
2,2048,16384,128.0,1095,1095,True,1.655696,274.28,67.19,207.09,221.7404,167.4209,93.39,180
2,4096,32768,256.0,1095,1095,True,2.607028,276.3,67.19,209.11,175.8598,133.0946,118.62,114
2,64,512,8.39,915,915,True,0.558347,208.85,64.3,144.55,1822.0439,1261.0795,8.65,532
2,128,1024,11.13,915,915,True,0.828018,211.75,64.3,147.45,1369.7883,953.8384,11.67,358
2,256,2048,17.5,915,915,True,1.058878,218.08,64.3,153.78,902.0313,636.0711,18.25,281
2,512,4096,33.57,915,915,True,1.134547,225.89,64.3,161.59,500.5523,358.0692,34.07,263
2,1024,8192,64.0,915,915,True,1.335289,234.94,64.3,170.64,306.3601,222.5133,57.9,223
2,2048,16384,128.0,915,915,True,1.902078,237.29,64.3,172.99,220.3829,160.6643,81.29,157
2,4096,32768,256.0,915,915,True,3.072796,232.92,64.3,168.62,174.7353,126.4978,100.64,97
2,64,512,8.39,600,600,True,0.823434,161.05,61.95,99.1,2072.0954,1275.0367,5.87,361
2,128,1024,11.13,600,600,True,1.219857,164.41,61.95,102.46,1566.8494,976.4576,7.92,244
2,256,2048,17.5,600,600,True,1.554956,167.76,61.95,105.81,1018.9821,642.6949,12.43,191
2,512,4096,33.57,600,600,True,1.630438,175.41,61.95,113.46,558.5842,361.3076,23.71,183
2,1024,8192,64.0,600,600,True,1.937771,180.09,61.95,118.14,340.7941,223.5627,39.9,154
2,2048,16384,128.0,600,600,True,2.838763,177.75,61.95,115.8,246.3819,160.5121,54.47,105
2,4096,32768,256.0,600,600,True,4.607582,173.79,61.95,111.84,195.496,125.8086,67.11,65
