op,dtype,strategy,world_size,freq_mhz,nccl_ctas,clock_sm_mean,clock_sm_min,throttled,msg_bytes,msg_mib,latency_ms,power_w,energy_mj,algbw_gbps,busbw_gbps
all_reduce,bfloat16,NCCL,4,300,16,300.0,300,False,33554432,32.0,1.0473126299969562,88.619,92.8118,32.039,48.058
all_reduce,bfloat16,NCCL,4,510,16,510.0,510,False,33554432,32.0,0.6938006170864763,93.874,65.1298,48.363,72.545
all_reduce,bfloat16,NCCL,4,705,16,705.0,705,False,33554432,32.0,0.5528261155348557,97.056,53.6548,60.696,91.044
all_reduce,bfloat16,NCCL,4,900,16,900.0,900,False,33554432,32.0,0.4412070499104299,102.502,45.2247,76.051,114.077
all_reduce,bfloat16,NCCL,4,1200,16,1200.0,1200,False,33554432,32.0,0.3465783751837098,120.119,41.6306,96.816,145.224
all_reduce,bfloat16,NCCL,4,1410,16,1410.0,1410,False,33554432,32.0,0.31441796875,144.541,45.4464,106.719,160.079
all_reduce,bfloat16,NCCL,4,300,16,300.0,300,False,67108864,64.0,1.8191241597020347,90.724,165.0373,36.891,55.336
all_reduce,bfloat16,NCCL,4,510,16,510.0,510,False,67108864,64.0,1.22689697265625,95.674,117.3818,54.698,82.047
all_reduce,bfloat16,NCCL,4,705,16,705.0,705,False,67108864,64.0,0.9942476654052734,101.058,100.4762,67.497,101.246
all_reduce,bfloat16,NCCL,4,900,16,900.0,900,False,67108864,64.0,0.7997709023832071,109.011,87.1834,83.91,125.865
all_reduce,bfloat16,NCCL,4,1200,16,1200.0,1200,False,67108864,64.0,0.639928472609747,125.219,80.1315,104.869,157.304
all_reduce,bfloat16,NCCL,4,1410,16,1410.0,1410,False,67108864,64.0,0.5877112444709329,145.153,85.3081,114.187,171.28
all_reduce,bfloat16,NCCL,4,300,16,300.0,300,False,104857600,100.0,2.6827844238281253,93.942,252.0261,39.085,58.628
all_reduce,bfloat16,NCCL,4,510,16,510.0,510,False,104857600,100.0,1.827188387784091,99.696,182.163,57.387,86.081
all_reduce,bfloat16,NCCL,4,705,16,705.0,705,False,104857600,100.0,1.4875783092570756,104.308,155.1659,70.489,105.733
all_reduce,bfloat16,NCCL,4,900,16,900.0,900,False,104857600,100.0,1.200397930723248,110.642,132.8147,87.352,131.029
all_reduce,bfloat16,NCCL,4,1200,16,1200.0,1200,False,104857600,100.0,0.9682719160870809,130.09,125.963,108.294,162.44
all_reduce,bfloat16,NCCL,4,1410,16,1410.0,1410,False,104857600,100.0,0.895069308810764,159.314,142.5969,117.15,175.725
all_reduce,bfloat16,NCCL,4,300,16,300.0,300,False,134217728,128.0,3.3062092285156246,93.761,309.9941,40.596,60.893
all_reduce,bfloat16,NCCL,4,510,16,510.0,510,False,134217728,128.0,2.2399771796332466,100.325,224.7248,59.919,89.879
all_reduce,bfloat16,NCCL,4,705,16,705.0,705,False,134217728,128.0,1.8192098928052325,104.835,190.716,73.778,110.667
all_reduce,bfloat16,NCCL,4,900,16,900.0,900,False,134217728,128.0,1.467666338074882,112.882,165.6727,91.45,137.175
all_reduce,bfloat16,NCCL,4,1200,16,1200.0,1200,False,134217728,128.0,1.1826894276177706,131.578,155.6159,113.485,170.228
all_reduce,bfloat16,NCCL,4,1410,16,1410.0,1410,False,134217728,128.0,1.0949056546982021,160.039,175.2279,122.584,183.876
all_reduce,bfloat16,NCCL,4,300,16,300.0,300,False,268435456,256.0,6.549452514648438,94.582,619.4603,40.986,61.479
all_reduce,bfloat16,NCCL,4,510,16,510.0,510,False,268435456,256.0,4.418580627441406,101.358,447.8594,60.752,91.127
all_reduce,bfloat16,NCCL,4,705,16,705.0,705,False,268435456,256.0,3.569645274769176,105.885,377.9719,75.199,112.799
all_reduce,bfloat16,NCCL,4,900,16,900.0,900,False,268435456,256.0,2.89266357421875,112.451,325.2829,92.799,139.198
all_reduce,bfloat16,NCCL,4,1200,16,1200.0,1200,False,268435456,256.0,2.322209077722886,131.798,306.0637,115.595,173.392
all_reduce,bfloat16,NCCL,4,1410,16,1410.0,1410,False,268435456,256.0,2.146287412901182,159.972,343.3459,125.07,187.605
all_reduce,bfloat16,NCCL,4,300,32,300.0,300,False,8388608,8.0,0.3458203248303346,79.652,27.5453,24.257,36.386
all_reduce,bfloat16,NCCL,4,510,32,510.0,510,False,8388608,8.0,0.24335935592651364,86.407,21.0281,34.47,51.705
all_reduce,bfloat16,NCCL,4,705,32,705.0,705,False,8388608,8.0,0.19623126129605878,71.239,13.9794,42.749,64.123
all_reduce,bfloat16,NCCL,4,900,32,900.0,900,False,8388608,8.0,0.15911558619085348,80.071,12.7405,52.72,79.08
all_reduce,bfloat16,NCCL,4,1200,32,1200.0,1200,False,8388608,8.0,0.12427317683858083,94.431,11.7352,67.501,101.252
all_reduce,bfloat16,NCCL,4,1410,32,1410.0,1410,False,8388608,8.0,0.11002587306126266,102.016,11.2244,76.242,114.363
all_reduce,bfloat16,NCCL,4,300,32,300.0,300,False,16777216,16.0,0.5081367393592735,89.5,45.478,33.017,49.526
all_reduce,bfloat16,NCCL,4,510,32,510.0,510,False,16777216,16.0,0.3568522971514697,92.636,33.0574,47.014,70.522
all_reduce,bfloat16,NCCL,4,705,32,705.0,705,False,16777216,16.0,0.2886941562354786,96.23,27.7811,58.114,87.171
all_reduce,bfloat16,NCCL,4,900,32,900.0,900,False,16777216,16.0,0.23200385771602033,102.136,23.6958,72.314,108.472
all_reduce,bfloat16,NCCL,4,1200,32,1200.0,1200,False,16777216,16.0,0.20345278756494262,113.591,23.1104,82.462,123.694
all_reduce,bfloat16,NCCL,4,1410,32,1410.0,1410,False,16777216,16.0,0.16382588704427084,148.031,24.2513,102.409,153.613
all_reduce,bfloat16,NCCL,4,300,32,300.0,300,False,26214400,25.0,0.650444818312122,92.177,59.9559,40.302,60.453
all_reduce,bfloat16,NCCL,4,510,32,510.0,510,False,26214400,25.0,0.48775141209731865,95.61,46.634,53.745,80.618
all_reduce,bfloat16,NCCL,4,705,32,705.0,705,False,26214400,25.0,0.4033601816634686,100.183,40.4099,64.99,97.485
all_reduce,bfloat16,NCCL,4,900,32,900.0,900,False,26214400,25.0,0.324159227454144,106.329,34.4675,80.869,121.303
all_reduce,bfloat16,NCCL,4,1200,32,1200.0,1200,False,26214400,25.0,0.2543368869357639,117.055,29.7715,103.07,154.604
all_reduce,bfloat16,NCCL,4,1410,32,1410.0,1410,False,26214400,25.0,0.23412975475100653,153.085,35.8418,111.965,167.948
all_reduce,bfloat16,NCCL,4,300,32,300.0,300,False,33554432,32.0,0.7338363082320603,93.629,68.7082,45.725,68.587
all_reduce,bfloat16,NCCL,4,510,32,510.0,510,False,33554432,32.0,0.5641362265935019,97.053,54.751,59.479,89.219
all_reduce,bfloat16,NCCL,4,705,32,705.0,705,False,33554432,32.0,0.4742461947737069,101.275,48.0292,70.753,106.13
all_reduce,bfloat16,NCCL,4,900,32,900.0,900,False,33554432,32.0,0.387654974909112,109.081,42.2857,86.557,129.836
all_reduce,bfloat16,NCCL,4,1200,32,1200.0,1200,False,33554432,32.0,0.30042543339550043,128.736,38.6754,111.69,167.535
all_reduce,bfloat16,NCCL,4,1410,32,1410.0,1410,False,33554432,32.0,0.27769387563069664,157.641,43.7759,120.832,181.249
all_reduce,bfloat16,NCCL,4,300,32,300.0,300,False,67108864,64.0,1.194703960418701,94.77,113.2218,56.172,84.258
all_reduce,bfloat16,NCCL,4,510,32,510.0,510,False,67108864,64.0,0.9985192407535601,101.652,101.5015,67.208,100.813
all_reduce,bfloat16,NCCL,4,705,32,705.0,705,False,67108864,64.0,0.8552808153760303,105.4,90.1466,78.464,117.696
all_reduce,bfloat16,NCCL,4,900,32,900.0,900,False,67108864,64.0,0.7083451802751659,112.839,79.9288,94.74,142.111
all_reduce,bfloat16,NCCL,4,1200,32,1200.0,1200,False,67108864,64.0,0.543054859058277,135.965,73.8362,123.577,185.365
all_reduce,bfloat16,NCCL,4,1410,32,1410.0,1410,False,67108864,64.0,0.5112890547248209,165.285,84.5086,131.254,196.881
all_reduce,bfloat16,NCCL,4,300,32,300.0,300,False,104857600,100.0,1.7417681607333098,100.925,175.788,60.202,90.303
all_reduce,bfloat16,NCCL,4,510,32,510.0,510,False,104857600,100.0,1.5394941057477678,102.999,158.5656,68.112,102.168
all_reduce,bfloat16,NCCL,4,705,32,705.0,705,False,104857600,100.0,1.3278369568941886,107.584,142.8543,78.969,118.453
all_reduce,bfloat16,NCCL,4,900,32,900.0,900,False,104857600,100.0,1.102484560684419,111.844,123.3063,95.11,142.665
all_reduce,bfloat16,NCCL,4,1200,32,1200.0,1200,False,104857600,100.0,0.8636727374532949,136.566,117.9483,121.409,182.113
all_reduce,bfloat16,NCCL,4,1410,32,1410.0,1410,False,104857600,100.0,0.8103377525252526,166.841,135.1978,129.4,194.1
all_reduce,bfloat16,NCCL,4,300,32,300.0,300,False,134217728,128.0,2.104231385926943,101.665,213.9272,63.785,95.677
all_reduce,bfloat16,NCCL,4,510,32,510.0,510,False,134217728,128.0,1.8695442013624237,105.127,196.5405,71.792,107.688
all_reduce,bfloat16,NCCL,4,705,32,705.0,705,False,134217728,128.0,1.617057248379322,108.676,175.7357,83.001,124.502
all_reduce,bfloat16,NCCL,4,900,32,900.0,900,False,134217728,128.0,1.337193110951206,115.719,154.738,100.373,150.559
all_reduce,bfloat16,NCCL,4,1200,32,1200.0,1200,False,134217728,128.0,1.033315718801398,137.293,141.867,129.89,194.836
all_reduce,bfloat16,NCCL,4,1410,32,1410.0,1410,False,134217728,128.0,0.9829894266010802,166.627,163.7926,136.54,204.811
all_reduce,bfloat16,NCCL,4,300,32,300.0,300,False,268435456,256.0,3.853690795898437,103.083,397.249,69.657,104.485
all_reduce,bfloat16,NCCL,4,510,32,510.0,510,False,268435456,256.0,3.574151056463068,105.576,377.3455,75.105,112.657
all_reduce,bfloat16,NCCL,4,705,32,705.0,705,False,268435456,256.0,3.0930615234375,108.351,335.1379,86.786,130.179
all_reduce,bfloat16,NCCL,4,900,32,900.0,900,False,268435456,256.0,2.5630718994140627,116.383,298.2967,104.732,157.098
all_reduce,bfloat16,NCCL,4,1200,32,1200.0,1200,False,268435456,256.0,1.9923416528946316,134.885,268.7365,134.734,202.1
all_reduce,bfloat16,NCCL,4,1410,32,1410.0,1410,False,268435456,256.0,1.8986569359188987,169.674,322.1532,141.382,212.073
